message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"Don't forget to monitor your portion control. This will keep you in control and allow you to control your own breathing!

You can also check out our Breathing Patterns here
 (or download a PDF version of this pattern in your browser or",reminder,portion control,0.8416666667,0.9069767442,0.25,0.3993035403,0.2698412698,0.6086956522,0.625648545,0.4085365854,0.2755905512,0.4383561644,0.356223176,0.3488006292,0.375,0.6428571429,0.1111111111,0.375,0.3679890561,FALSE,TRUE,FALSE,TRUE,FALSE,0.8214285714,1,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

Here are some of the benefits of a healthy diet:
.
 (Source: Eating Well and Being Healthy.)
 I am a certified nutritionist and have found that if I try to reduce the amount",praise,healthy eating,0.7375,0.8837209302,0.375,0.2736506094,0.1726190476,0.6,0.7725016919,0.2317073171,0.3004239855,0.5547945205,0.2360515021,0.2520644908,0.375,0.4285714286,0.4444444444,0.125,0.479876161,FALSE,TRUE,FALSE,FALSE,FALSE,0.71875,0.5625,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better. It also helps you keep your blood sugar and cholesterol levels healthy and healthy.",reward,healthy eating,0.4208333333,0.4186046512,0.125,0.5152640743,0.2023809524,0.55,0.6656891496,0.3231707317,0.2483343428,0,0.4549356223,0.4872198191,0.25,0.2857142857,0.3333333333,0.25,0.550802139,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your healthy eating by eating healthier foods.

How can you change your diet and get more out of it?
. This is an important part of your journey to get started. Your body needs to be getting more and more active",suggestion,healthy eating,0.8041666667,0.9302325581,0.5,0.3087267384,0.1285714286,0.4255319149,0.7576133544,0.262195122,0.1968503937,0.4931506849,0.2188841202,0.2481321274,0.3125,0.7857142857,0.6666666667,0.125,0.3679890561,TRUE,FALSE,FALSE,TRUE,FALSE,0.5555555556,0.6,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better.

How much weight you lost?
. . . Weight loss is something you can manage by eating less. It doesn't mean you lose all your weight, but it does mean that you're",reward,healthy eating,0.7375,0.9302325581,0.75,0.2384324718,0.06462585034,0.3776595745,0.8736747124,0.1463414634,0.1641429437,0.4109589041,0.2832618026,0.2933543059,0.25,0.8571428571,0.3333333333,0.25,0.3031674208,TRUE,FALSE,FALSE,FALSE,FALSE,0.3343253968,0.4402777778,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your portion control!


The 3D printer has been in development since 2006, and we believe that this product will be a tremendous help in the future.

 - The 3-D printers are designed to be used with a single",praise,portion control,0.7875,0.8604651163,0.25,0.3607212578,0.253968254,0.7443181818,0.7290773742,0.3170731707,0.2616596002,0.4383561644,0.3175965665,0.3031852143,0.5,0.5714285714,0.4444444444,0,0.6294117647,FALSE,TRUE,TRUE,FALSE,FALSE,0.5110544218,0.5223214286,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining portion control, you'll feel better. In fact, your performance will improve significantly. It will be harder for your mind to control.

3. Avoid distraction. Don't focus on what you're doing. I mean, why bother",reward,portion control,0.8,0.9534883721,0.75,0.3282973012,0.06802721088,0.484375,0.6080532371,0.3170731707,0.3222289522,0.5616438356,0.347639485,0.3676759733,0.375,0.7142857143,0.1111111111,0.375,0.7466063348,FALSE,FALSE,TRUE,FALSE,FALSE,0.3683035714,0.515625,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining water intake, you'll feel better.

But before you start, there are some caveats. The best way to keep your water out of your house is to remove it from the home. Do not drink or use water that's been",reward,water intake,0.7541666667,0.9534883721,0.375,0.2281812246,0.1904761905,0.625,0.8587863749,0.1768292683,0.1877649909,0.4109589041,0.2060085837,0.2158867479,0.4375,0.7857142857,0.1111111111,0.25,0.6552667579,FALSE,FALSE,FALSE,FALSE,FALSE,0.8214285714,0.4,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining portion control, you'll feel better.

The best part of this is that you get all the benefits of being a part owner of the company that builds the new system. It's a great way to make sure you're not in",reward,portion control,0.7625,0.9534883721,0.25,0.2344384794,0.2857142857,0.53125,0.7210692533,0.3353658537,0.3331314355,0.602739726,0.2703862661,0.239480928,0.5,0.6428571429,0.4444444444,0.25,0.4509803922,FALSE,FALSE,FALSE,FALSE,FALSE,0.7051948052,0.5786868687,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your portion control!

Rated 5 out of 5 by Bill from Easy to set up, easy to use. I have used a small piece of paper to print the lines, and this is the easiest and most effective way to get",praise,portion control,0.7166666667,0.9534883721,0.25,0.1530941672,0.2857142857,0.625,0.8083690503,0.2804878049,0.3452453059,0.5342465753,0.1845493562,0.1411718443,0.375,0.5714285714,0.4444444444,0.25,0.550802139,FALSE,TRUE,TRUE,FALSE,FALSE,0.6091269841,0.6861111111,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining healthy eating, you'll feel better.

The good news is, if you're eating as much as you need to be, this will not only be a good thing, but it'll help you avoid some of the health problems that",reward,healthy eating,0.725,0.9534883721,0.125,0.1906376959,0.4761904762,0.484375,0.7478005865,0.4085365854,0.4239854634,0,0.4077253219,0.2579630358,0.25,0.7142857143,0.3333333333,0.625,0.4829001368,FALSE,FALSE,FALSE,FALSE,FALSE,0.5952380952,0.5666666667,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your portion control. The more you have control the more likely you will get the same amount of pleasure.

And that's it. You're ready to go.",reminder,portion control,0.55,0.6976744186,0.375,0.2415413092,0.125,0.5135135135,0.7953981502,0.1829268293,0.1411265899,0.4109589041,0.2017167382,0.231222965,0.1875,0.6428571429,0.4444444444,0.25,0.4759358289,FALSE,FALSE,FALSE,TRUE,TRUE,0.4571428571,0.525,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your portion control by using a combination of two or more different strategies.

By combining the two strategies, you can control the amount of alcohol you consume, as well as the level of your consumption. You can also improve the effects",suggestion,portion control,0.925,0.9534883721,0.25,0.4659569066,0.2857142857,0.296875,0.5221069253,0.493902439,0.4554815263,0.7191780822,0.4163090129,0.3991348801,0.5625,0.5,0.2222222222,0.375,0.1577540107,FALSE,FALSE,FALSE,TRUE,FALSE,0.4642857143,0.55,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your portion control by using your own ingredients.

3. Add garlic powder and stir well.",suggestion,portion control,0.2916666667,0.3255813953,0.25,0.3613713622,0.07142857143,0.6785714286,0.5874125874,0.3597560976,0.2313749243,0,0.2789699571,0.3204876131,0.25,0.2142857143,0.2222222222,0.125,0.862745098,FALSE,FALSE,TRUE,TRUE,FALSE,0.7142857143,1,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your healthy eating. If you're having trouble keeping track of your calories, you may want to look at your diet in the food section.

You can also take a look on your health using the Nutrition Facts page,",reminder,healthy eating,0.8166666667,0.9534883721,0.25,0.3157827916,0.2857142857,0.578125,0.7210692533,0.3353658537,0.3331314355,0.5342465753,0.330472103,0.3102634683,0.5625,0.7142857143,0.1111111111,0.25,0.550802139,FALSE,FALSE,FALSE,TRUE,FALSE,0.3928571429,0.35,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your water intake! I have a large water heater which is a big reason I've used it for years! The heater has been a joy to use, and I'm not sure how much better it will look in a different color.",praise,water intake,0.7333333333,1,0.25,0.1428322693,0.3015873016,0.595,0.8083690503,0.2804878049,0.2350090854,0.4383561644,0.2103004292,0.157294534,0.5625,0.6428571429,0.6666666667,0.25,0.5703324808,FALSE,TRUE,FALSE,FALSE,FALSE,0.5167638484,0.4953514739,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your healthy eating.

Donate",reminder,healthy eating,0.07916666667,0.06976744186,0.125,0.4672083575,0.02380952381,1,0.5034965035,0.4085365854,0.3755299818,0,0.4163090129,0.4545812033,0.0625,0.2142857143,0.1111111111,0.125,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.

As with the rest of your life, if you want to live longer, and you don't want it to be too long, there are some important things you can do to stay in shape",reward,meal planning,0.725,0.9534883721,0.125,0.1843804411,0.4761904762,0.53125,0.8374689826,0.3475609756,0.4348879467,0,0.3905579399,0.2351553284,0.3125,0.7142857143,0.2222222222,0.5,0.5978112175,FALSE,FALSE,FALSE,FALSE,FALSE,0.4618506494,0.6,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your portion control. You'll want to see if your weight is under control before you go into the gym. If it isn't, don't worry about it.

If you have trouble doing the exercises, you may",reminder,portion control,0.7333333333,0.9534883721,0.375,0.2094094602,0.1904761905,0.34375,0.6736972705,0.3109756098,0.2404603271,0.4931506849,0.2231759657,0.2339756193,0.375,0.8571428571,0,0.375,0.195622435,FALSE,FALSE,FALSE,TRUE,FALSE,0.1428571429,0.2,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your meal planning. If you do plan to eat at dinner, follow the meal plan.

Do I need to make a plan for lunch?
",reminder,meal planning,0.4291666667,0.6046511628,0.25,0.1195325278,0.1666666667,0.5227272727,0.8702909993,0.1524390244,0.1907934585,0.4383561644,0.1030042918,0.1108926465,0.375,0.7142857143,0,0.125,0.4036511156,TRUE,FALSE,FALSE,TRUE,TRUE,0.2857142857,0,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Don't forget to monitor your healthy eating. Do you still have to take vitamins? Do your doctor have the information to help you?,reminder,healthy eating,0.4,0.4651162791,0.25,0.3359450571,0.119047619,0.3333333333,0.6977216332,0.256097561,0.381586917,0.602739726,0.2360515021,0.2791977979,0.1875,0.6428571429,0.1111111111,0.25,0.2794117647,TRUE,FALSE,FALSE,TRUE,TRUE,0.6428571429,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your healthy eating!

We're excited to announce that we're now making it easier to buy healthy foods in the UK. We've got a lot of news for you all, and we'd love to hear your feedback. Let",praise,healthy eating,0.7125,0.9534883721,0.375,0.1718659315,0.1904761905,0.625,0.8244980826,0.25,0.2616596002,0.5342465753,0.2446351931,0.2048761306,0.3125,0.7857142857,0.4444444444,0.125,0.550802139,FALSE,TRUE,FALSE,FALSE,FALSE,0.6857142857,0.62,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your portion control by reducing your body weight.

In a previous post we talked about how to make sure your workout is a success and how you can be more motivated to get your weight down. Today we'll look at how a",suggestion,portion control,0.8166666667,0.9534883721,0.25,0.2970110273,0.2857142857,0.4375,0.7095646289,0.3597560976,0.4039975772,0.602739726,0.2789699571,0.2438065277,0.5,0.6428571429,0.3333333333,0.125,0.4092071611,FALSE,FALSE,FALSE,TRUE,FALSE,0.4253968254,0.3688888889,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your water intake!


I'm so glad to see this project is getting off the ground and being done. I'm a little unsure of how long it will take, but it's been quite a long process.

This",praise,water intake,0.6833333333,0.9069767442,0.375,0.1642484039,0.1785714286,0.7065217391,0.8278817956,0.237804878,0.1938219261,0.2123287671,0.2188841202,0.1867872591,0.375,0.7142857143,0.5555555556,0.25,0.6470588235,FALSE,TRUE,FALSE,FALSE,FALSE,0.4589285714,0.61,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your water intake. If you're drinking too much, your blood can be toxic. You'll also want to take your children out of the house, and if you want them to stay home, you can take them off the",reminder,water intake,0.7541666667,1,0.25,0.1848810215,0.3015873016,0.37,0.8164899617,0.262195122,0.2755905512,0.4383561644,0.2660944206,0.2233582383,0.3125,0.7857142857,0.2222222222,0.375,0.2862745098,FALSE,FALSE,FALSE,TRUE,FALSE,0.4285714286,0.2,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your healthy eating.

Healthy Eating Habits
 and Habitable Habiting Habitation
 (and also, healthy habits.)
 ""You're not going to feel good if you eat too much,"" says Paul G",reminder,healthy eating,0.6833333333,0.8139534884,0.25,0.3184644723,0.2380952381,0.7321428571,0.6633205504,0.3292682927,0.365233192,0.602739726,0.3819742489,0.38733779,0.0625,0.5714285714,0.5555555556,0.5,0.491349481,FALSE,FALSE,FALSE,TRUE,FALSE,0.6285714286,0.46,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning!

A huge thank you to everyone who gave their time to make this recipe and share! It's been an amazing experience!",praise,meal planning,0.4791666667,0.5581395349,0.25,0.3180031079,0.1507936508,0.7822580645,0.7782540041,0.2195121951,0.1865536039,0.5342465753,0.2317596567,0.2681871805,0.5,0.2857142857,0.3333333333,0,0.9117647059,FALSE,TRUE,FALSE,FALSE,FALSE,0.8214285714,0.85,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your meal planning!

I'd also recommend eating a cup of coffee before your lunch. It's not that you need to do it every morning, but you'll do more work and you won't be tempted to skip meals.",praise,meal planning,0.725,0.9534883721,0.25,0.1906376959,0.2857142857,0.71875,0.7290773742,0.3170731707,0.2616596002,0.4383561644,0.2618025751,0.2233582383,0.5,0.6428571429,0.2222222222,0.375,0.6631016043,FALSE,TRUE,FALSE,FALSE,TRUE,0.8214285714,0.625,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your water intake! I do not recommend using this for use on bottled water unless you have a special water supply or you want to take the water out of the filter. I used it with my other small filter, but I was not",praise,water intake,0.8125,1,0.25,0.2389437028,0.3015873016,0.55,0.701556508,0.3780487805,0.3107207753,0.4383561644,0.2489270386,0.2076287849,0.5625,0.5714285714,0.5555555556,0.25,0.4743429287,FALSE,TRUE,FALSE,FALSE,FALSE,0.4610969388,0.5241071429,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your healthy eating!

I can't wait to try them out! I'll be buying one next week!",praise,healthy eating,0.2625,0.3953488372,0.25,0.1092933836,0.09523809524,0.71875,1,0,0.03149606299,0.2123287671,0.08583690987,0.08690523004,0.125,0.2857142857,0.3333333333,0.125,0.8823529412,FALSE,TRUE,FALSE,FALSE,FALSE,0.662202381,0.4166666667,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining portion control, you'll feel better. This is good for your cardiovascular health.

Cupcakes
, a common snack that's popular with many runners, has an addictive flavor. It's great for runners who don't have the",reward,portion control,0.7958333333,0.8837209302,0.375,0.4004643064,0.1726190476,0.65,0.5896683961,0.3536585366,0.3688673531,0.602739726,0.4034334764,0.4416044042,0.4375,0.5714285714,0.7777777778,0.25,0.8099547511,FALSE,FALSE,FALSE,FALSE,FALSE,0.5714285714,0.6642857143,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your healthy eating. Do this for the first time and remember to give it time to absorb.

If you like this post, please consider supporting my blog by clicking on the 'Donate' button. Thank you!",reminder,healthy eating,0.7666666667,0.9069767442,0.375,0.3078932095,0.1785714286,0.5597826087,0.637040379,0.3841463415,0.38037553,0.6643835616,0.330472103,0.309870232,0.3125,0.8571428571,0.2222222222,0.125,0.5781922525,FALSE,TRUE,FALSE,TRUE,FALSE,0.5386904762,0.3611111111,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your healthy eating!


If you have any questions please feel free to contact me. I will gladly help you answer your questions.

Reply to this post edit] Poster: Ira L. Post subject: N-G",praise,healthy eating,0.6958333333,0.8139534884,0.375,0.3041621756,0.1547619048,0.6785714286,0.7988946537,0.1768292683,0.05330102968,0.2123287671,0.1974248927,0.221785293,0.5625,0.4285714286,0.3333333333,0.25,0.666136725,FALSE,TRUE,FALSE,FALSE,FALSE,0.594047619,0.6766666667,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your water intake by adding some water-soluble nutrients to your diet.

If you find that you don't get enough water, you can add more water to the diet by consuming some vegetables and fruits, such as broccoli and",suggestion,water intake,0.8125,0.8837209302,0.125,0.3937899013,0.4404761905,0.4,0.5512068577,0.5609756098,0.6117504543,0,0.4935622318,0.3629571372,0.5,0.5714285714,0.4444444444,0.25,0.3529411765,FALSE,FALSE,FALSE,TRUE,FALSE,0.4047619048,0.5,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your portion control!

It's just a matter of adjusting the amount of water on the board to make sure it's fully saturated.
: The board will run at a steady rate while you adjust the water. The water will",praise,portion control,0.7708333333,0.9302325581,0.375,0.2703844112,0.1845238095,0.4734042553,0.7633656666,0.25,0.2465172623,0.4931506849,0.2188841202,0.2386944554,0.625,0.5,0.3333333333,0.25,0.3105335157,FALSE,TRUE,FALSE,FALSE,FALSE,0.6825396825,0.712962963,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your portion control by adding a portion size at the end of the day.

Try this: Try this with a 3-pack of a cup of water. In a large bowl, combine 3 cups of flour and 1 tablespoon of",suggestion,portion control,0.6833333333,0.9069767442,0.25,0.1577190946,0.2698412698,0.3641304348,0.8164899617,0.262195122,0.2180496669,0.4383561644,0.1759656652,0.1411718443,0.75,0.4285714286,0.1111111111,0,0.2941176471,FALSE,FALSE,TRUE,TRUE,FALSE,0.4387755102,0.4285714286,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
